key,category,zh-TW,note
action.switch.auto-switch-cultivation,行動,修滿自動切換,
action.switch.cultivation-active,行動,當前修煉,
action.switch.sense-qi,行動,感氣視角,
action.switch.stationary,行動,原地戰鬥,
action.tab.dialogue,行動,交互,
action.tab.skill,行動,技能,
action.tab.toggle,行動,開關,
action.tab.utility,行動,行動,
action.targeting-plan.current.title,行動,當前方案,
action.targeting-plan.mode.auto.label,行動,自動,
action.targeting-plan.mode.auto.summary,行動,保持預設判定。,
action.targeting-plan.mode.boss.label,行動,首領,
action.targeting-plan.mode.boss.summary,行動,優先鎖定首領目標。,
action.targeting-plan.mode.full-hp.label,行動,滿血,
action.targeting-plan.mode.full-hp.summary,行動,優先鎖定生命較滿的目標。,
action.targeting-plan.mode.low-hp.label,行動,低血,
action.targeting-plan.mode.low-hp.summary,行動,優先鎖定生命較低的目標。,
action.targeting-plan.mode.nearest.label,行動,最近,
action.targeting-plan.mode.nearest.summary,行動,優先鎖定最近目標。,
action.targeting-plan.mode.player.label,行動,玩家,
action.targeting-plan.mode.player.summary,行動,優先鎖定玩家目標。,
action.targeting-plan.subtitle,行動,當前 {label},
action.targeting-plan.switch.copy,行動,點擊後立即切換。,
action.targeting-plan.switch.title,行動,方案切換,
action.targeting-plan.title,行動,索敵方案,
action.targeting-plan.title-with-mode,行動,索敵方案 · {mode},
action.utility.loot.desc,行動,選定 1 格內的目標，查看地面物品或搜索容器後拿取。,
action.utility.loot.name,行動,拿取,
action.utility.observe.desc,行動,選定視野範圍內任意一格，查看地面、實體與耐久等詳細訊息。,
action.utility.observe.name,行動,觀察,
common.action.cancel,行動,取消,
common.action.close,行動,關閉,
common.action.drag,行動,拖拽,
common.action.enable,行動,開啟,
common.action.execute,行動,執行,
common.action.open,行動,打開,
common.modal.click-blank-cancel,行動,點擊空白處取消,
common.modal.click-blank-close,行動,點擊空白處關閉,
common.state.off,行動,關,
common.state.off-short,行動,閉,
common.state.on,行動,開,
common.state.on-short,行動,啟,
common.unit.grid,行動,格,
common.unit.minute,行動,分鐘,
building.toast.not-buildable-world,營造,當前不在可建造世界,
building.toast.select-requirement,營造,請先選擇{label},
building.toast.submitted,營造,已提交建造意圖,
chat.combat.actual-damage,戰鬥日誌,造成傷害 {amount},原'實際傷害'
chat.combat.actual-heal,戰鬥日誌,實際治療 {amount},
chat.combat.dodge,戰鬥日誌,閃避,
chat.combat.raw-damage,戰鬥日誌,基礎傷害 {amount},原'原始傷害'
chat.combat.raw-heal,戰鬥日誌,基礎治療 {amount},原'原始治療'
craft.workbench.level.short,製造技藝,Lv.{level},
craft.workbench.modal.subtitle.alchemy,製造技藝,煉丹 Lv.{level},
craft.workbench.modal.subtitle.default,製造技藝,製造型技藝,
craft.workbench.modal.subtitle.enhancement,製造技藝,強化 Lv.{level},
craft.workbench.modal.subtitle.forging,製造技藝,煉器 Lv.{level},
craft.workbench.modal.title,製造技藝,製造技藝,
craft.workbench.mode.alchemy,製造技藝,煉丹,
craft.workbench.mode.craft,製造技藝,製造,
craft.workbench.mode.enhancement,製造技藝,強化,
craft.workbench.mode.forging,製造技藝,煉器,
craft.workbench.mode.technique,製造技藝,製造技藝,
craft.workbench.profession.description.alchemy,製造技藝,以丹方、主藥與輔藥煉成丹藥，可批量煉製。,
craft.workbench.profession.description.default,製造技藝,製造型技藝共用任務隊列。,
craft.workbench.profession.description.enhancement,製造技藝,使用強化錘與材料淬鍊裝備或法寶，逐級提升。強化失敗時若無保護，等級直接歸零；若有保護，則僅降一級。,
craft.workbench.profession.description.forging,製造技藝,以器方與玄鐵鍛造技藝工具，成功率與加速方式同煉丹。,
craft.workbench.queue.active,製造技藝,進行中,
craft.workbench.queue.empty,製造技藝,暫無製造任務。,
craft.workbench.queue.pending,製造技藝,排隊 {index},
craft.workbench.queue.target-level,製造技藝,目標 +{level},
craft.workbench.queue.title,製造技藝,當前任務隊列,
craft.workbench.time.ticks,製造技藝,{ticks} 息,
craft.workbench.time.zero,製造技藝,0 息,
craft.workbench.unit.item,製造技藝,件,
craft.workbench.unit.pill,製造技藝,枚,
equipment.action.unequip,裝備,卸下,
equipment.artifact.disabled,裝備,停用,
equipment.artifact.empty,裝備,未裝備,
equipment.artifact.enabled,裝備,啟用,
equipment.artifact.locked,裝備,半步金丹後開啟,
equipment.artifact.qi,裝備,靈力 {current} / {max} 點,
equipment.effect.current-resource-cost,裝備,{percent} 當前{resource},
equipment.effect.max-resource-cost,裝備,{percent} 最大{resource},
equipment.effect.no-value-change,裝備,無數值變化,
equipment.effect.periodic-cost,裝備,代價:{trigger}損失 {mode}{condition},
equipment.effect.stat-aura,裝備,特效:{effects}{condition},
equipment.effect.timed-buff,裝備,觸發:{trigger}獲得 {buffName} {duration}息{condition}{effects},
equipment.effect.timed-buff-effects,裝備,，效果:{effects},
equipment.empty.affixes,裝備,暫無詞條,
equipment.empty.all,裝備,尚未裝備任何物品,
equipment.empty.artifact,裝備,暫無法寶,
equipment.empty.combat,裝備,尚未裝備任何物品,
equipment.empty.slot-meta,裝備,尚未裝備,
equipment.empty.slot-short,裝備,未著,
equipment.empty.technique,裝備,尚未裝備技藝工具,
equipment.resource.hp,裝備,生命,
equipment.resource.qi,裝備,靈力,
equipment.tab.artifact,裝備,法寶,
equipment.tab.combat,裝備,裝備,
equipment.tab.technique,裝備,技藝,
equipment.title,裝備,裝備欄,
equipment.trigger.cultivation-tick,裝備,修煉時每息,
equipment.trigger.on-attack,裝備,攻擊後,
equipment.trigger.on-cultivation-tick,裝備,修煉時,
equipment.trigger.on-enter-map,裝備,入圖時,
equipment.trigger.on-equip,裝備,裝備時,
equipment.trigger.on-hit,裝備,受擊後,
equipment.trigger.on-kill,裝備,擊殺後,
equipment.trigger.on-move,裝備,移動後,
equipment.trigger.on-skill-cast,裝備,施法後,
equipment.trigger.on-tick,裝備,每息,
equipment.trigger.on-time-segment-changed,裝備,時段切換時,
equipment.trigger.on-unequip,裝備,卸下時,
equipment.trigger.tick,裝備,每息,
equipment-tooltip.buff.default-mark,裝備提示,氣,範圍D固定前端可見文本
equipment-tooltip.buff.stack-limit.comma,裝備提示,，最多 {stackLimit} 層,範圍D固定前端可見文本
equipment-tooltip.buff.stack-limit.suffix,裝備提示,· 最多 {stackLimit} 層,範圍D固定前端可見文本
equipment-tooltip.chance.line,裝備提示,觸發概率：{chance},範圍D固定前端可見文本
equipment-tooltip.condition.cultivating,裝備提示,僅修煉中生效,範圍D固定前端可見文本
equipment-tooltip.condition.has-buff,裝備提示,需帶有 {buffName}{stacks},範圍D固定前端可見文本
equipment-tooltip.condition.hp-ratio,裝備提示,生命 {op} {value},範圍D固定前端可見文本
equipment-tooltip.condition.line,裝備提示,條件：{conditions},範圍D固定前端可見文本
equipment-tooltip.condition.map,裝備提示,地圖：{value},範圍D固定前端可見文本
equipment-tooltip.condition.min-stacks,裝備提示,{stacks} 層,範圍D固定前端可見文本
equipment-tooltip.condition.not-cultivating,裝備提示,僅未修煉時生效,範圍D固定前端可見文本
equipment-tooltip.condition.qi-ratio,裝備提示,靈力 {op} {value},範圍D固定前端可見文本
equipment-tooltip.condition.target-kind,裝備提示,目標：{value},範圍D固定前端可見文本
equipment-tooltip.condition.time,裝備提示,時段：{value},範圍D固定前端可見文本
equipment-tooltip.consumable.active-cooldown,裝備提示,當前冷卻：{left} / {cooldown} 息,範圍D固定前端可見文本
equipment-tooltip.consumable.baseline-heal-amount,裝備提示,恢復 {amount} 點氣血,範圍D固定前端可見文本
equipment-tooltip.consumable.baseline-heal-percent,裝備提示,恢復標準生命 {percent},範圍D固定前端可見文本
equipment-tooltip.consumable.baseline-qi-amount,裝備提示,恢復 {amount} 點靈力,範圍D固定前端可見文本
equipment-tooltip.consumable.bind-respawn,裝備提示,使用效果：綁定復活點與遁返落點,範圍D固定前端可見文本
equipment-tooltip.consumable.buff,裝備提示,藥效：{name}{meta},範圍D固定前端可見文本
equipment-tooltip.consumable.buff-duration,裝備提示,持續 {duration} 息,範圍D固定前端可見文本
equipment-tooltip.consumable.buff-max-stacks,裝備提示,最多 {stacks} 層,範圍D固定前端可見文本
equipment-tooltip.consumable.cooldown,裝備提示,使用冷卻：{cooldown} 息,範圍D固定前端可見文本
equipment-tooltip.consumable.heal-amount,裝備提示,恢復 {amount} 點氣血,範圍D固定前端可見文本
equipment-tooltip.consumable.heal-percent,裝備提示,恢復 {percent} 氣血,範圍D固定前端可見文本
equipment-tooltip.consumable.instant,裝備提示,立即效果：{value},範圍D固定前端可見文本
equipment-tooltip.consumable.instant-resource,裝備提示,立即效果：{resource} +{amount},範圍D固定前端可見文本
equipment-tooltip.consumable.qi-percent,裝備提示,恢復 {percent} 真氣,範圍D固定前端可見文本
equipment-tooltip.consumable.unlock-map,裝備提示,使用效果：永久解鎖對應地圖,範圍D固定前端可見文本
equipment-tooltip.cooldown.line,裝備提示,冷卻：{cooldown} 息,範圍D固定前端可見文本
equipment-tooltip.cooldown.meta,裝備提示,冷卻 {cooldown} 息,範圍D固定前端可見文本
equipment-tooltip.craft.alchemy,裝備提示,煉丹,範圍D固定前端可見文本
equipment-tooltip.craft.building,裝備提示,營造,範圍D固定前端可見文本
equipment-tooltip.craft.enhancement,裝備提示,強化,範圍D固定前端可見文本
equipment-tooltip.craft.forging,裝備提示,煉器,範圍D固定前端可見文本
equipment-tooltip.craft.formation,裝備提示,陣法,範圍D固定前端可見文本
equipment-tooltip.craft.gather,裝備提示,採集,範圍D固定前端可見文本
equipment-tooltip.craft.mining,裝備提示,挖礦,範圍D固定前端可見文本
equipment-tooltip.craft.transmission,裝備提示,傳法,範圍D固定前端可見文本
equipment-tooltip.desc.line,裝備提示,說明：{desc},範圍D固定前端可見文本
equipment-tooltip.duration.with-stack,裝備提示,{duration} 息{stack},範圍D固定前端可見文本
equipment-tooltip.effect.line,裝備提示,效果：{effects},範圍D固定前端可見文本
equipment-tooltip.effect.no-change,裝備提示,無數值變化,範圍D固定前端可見文本
equipment-tooltip.effectiveness.detail,裝備提示,{effective}（強化 {enhancement} × 境界 {realm}）,範圍D固定前端可見文本
equipment-tooltip.effectiveness.factor.enhancement,裝備提示,強化{value},範圍D固定前端可見文本
equipment-tooltip.effectiveness.factor.realm-low,裝備提示,境界過低{value},範圍D固定前端可見文本
equipment-tooltip.effectiveness.summary,裝備提示,{value}{factors},範圍D固定前端可見文本
equipment-tooltip.element.earth,裝備提示,土,範圍D固定前端可見文本
equipment-tooltip.element.fire,裝備提示,火,範圍D固定前端可見文本
equipment-tooltip.element.metal,裝備提示,金,範圍D固定前端可見文本
equipment-tooltip.element.none,裝備提示,無屬性,範圍D固定前端可見文本
equipment-tooltip.element.water,裝備提示,水,範圍D固定前端可見文本
equipment-tooltip.element.wood,裝備提示,木,範圍D固定前端可見文本
equipment-tooltip.equipped.attrs,裝備提示,裝備屬性：{attrs},範圍D固定前端可見文本
equipment-tooltip.equipped.mark,裝備提示,裝,範圍D固定前端可見文本
equipment-tooltip.equipped.slot,裝備提示,部位：{slot},範圍D固定前端可見文本
equipment-tooltip.equipped.title,裝備提示,已裝備,範圍D固定前端可見文本
equipment-tooltip.label.category,裝備提示,分類,範圍D固定前端可見文本
equipment-tooltip.label.conditions,裝備提示,生效條件,範圍D固定前端可見文本
equipment-tooltip.label.element-values,裝備提示,五行數值,範圍D固定前端可見文本
equipment-tooltip.label.equipment-attrs,裝備提示,裝備屬性,範圍D固定前端可見文本
equipment-tooltip.label.periodic-cost,裝備提示,持續代價,範圍D固定前端可見文本
equipment-tooltip.label.progress-boost,裝備提示,推進特效,範圍D固定前端可見文本
equipment-tooltip.label.slot,裝備提示,部位,範圍D固定前端可見文本
equipment-tooltip.label.source,裝備提示,來源,範圍D固定前端可見文本
equipment-tooltip.label.stat-aura,裝備提示,常駐特效,範圍D固定前端可見文本
equipment-tooltip.label.status,裝備提示,狀態,範圍D固定前端可見文本
equipment-tooltip.label.tags,裝備提示,標籤,範圍D固定前端可見文本
equipment-tooltip.label.timed-buff,裝備提示,觸發增益,範圍D固定前端可見文本
equipment-tooltip.label.trigger-conditions,裝備提示,觸發條件,範圍D固定前端可見文本
equipment-tooltip.label.type,裝備提示,類型,範圍D固定前端可見文本
equipment-tooltip.material-values.elements,裝備提示,五行：{values},範圍D固定前端可見文本
equipment-tooltip.material.exotic,裝備提示,異材,範圍D固定前端可見文本
equipment-tooltip.material.herb,裝備提示,藥材,範圍D固定前端可見文本
equipment-tooltip.material.ore,裝備提示,礦石,範圍D固定前端可見文本
equipment-tooltip.medicine-category.buff,裝備提示,增益,範圍D固定前端可見文本
equipment-tooltip.medicine-category.hp,裝備提示,生命回覆,範圍D固定前端可見文本
equipment-tooltip.medicine-category.qi,裝備提示,靈力回覆,範圍D固定前端可見文本
equipment-tooltip.medicine-category.special,裝備提示,特殊,範圍D固定前端可見文本
equipment-tooltip.periodic-cost.current-ratio,裝備提示,{value} 當前{resource},範圍D固定前端可見文本
equipment-tooltip.periodic-cost.max-ratio,裝備提示,{value} 最大{resource},範圍D固定前端可見文本
equipment-tooltip.periodic-cost.value,裝備提示,{trigger}損失 {value},範圍D固定前端可見文本
equipment-tooltip.plain.conditions,裝備提示,生效條件：{value},範圍D固定前端可見文本
equipment-tooltip.plain.periodic-cost,裝備提示,持續代價：{trigger}損失 {value},範圍D固定前端可見文本
equipment-tooltip.plain.progress-boost,裝備提示,推進特效：{value},範圍D固定前端可見文本
equipment-tooltip.plain.stat-aura,裝備提示,常駐特效：{value},範圍D固定前端可見文本
equipment-tooltip.plain.timed-buff,裝備提示,觸發增益：{name} {meta},範圍D固定前端可見文本
equipment-tooltip.plain.trigger-conditions,裝備提示,觸發條件：{value},範圍D固定前端可見文本
equipment-tooltip.qi-family.aura,裝備提示,靈氣,範圍D固定前端可見文本
equipment-tooltip.qi-family.demonic,裝備提示,魔氣,範圍D固定前端可見文本
equipment-tooltip.qi-family.sha,裝備提示,煞氣,範圍D固定前端可見文本
equipment-tooltip.qi-form.dispersed,裝備提示,逸散,範圍D固定前端可見文本
equipment-tooltip.qi-form.refined,裝備提示,凝練,範圍D固定前端可見文本
equipment-tooltip.resource.hp,裝備提示,氣血,範圍D固定前端可見文本
equipment-tooltip.resource.life,裝備提示,生命,範圍D固定前端可見文本
equipment-tooltip.resource.qi,裝備提示,靈力,範圍D固定前端可見文本
equipment-tooltip.special.comprehension,裝備提示,悟性 {value},範圍D固定前端可見文本
equipment-tooltip.special.luck,裝備提示,幸運 {value},範圍D固定前端可見文本
equipment-tooltip.status.cooldown,裝備提示,冷卻 {cooldown} 息,範圍D固定前端可見文本
equipment-tooltip.status.learned,裝備提示,已學,範圍D固定前端可見文本
equipment-tooltip.status.read,裝備提示,已閱,範圍D固定前端可見文本
equipment-tooltip.tag.alchemy-furnace,裝備提示,煉丹工具,範圍D固定前端可見文本
equipment-tooltip.tag.building-hammer,裝備提示,營造錘,範圍D固定前端可見文本
equipment-tooltip.tag.enhancement-hammer,裝備提示,強化錘,範圍D固定前端可見文本
equipment-tooltip.tag.forging-tool,裝備提示,煉器工具,範圍D固定前端可見文本
equipment-tooltip.tag.mining-pickaxe,裝備提示,礦鎬,範圍D固定前端可見文本
equipment-tooltip.target-kind.tile,裝備提示,地塊,範圍D固定前端可見文本
equipment-tooltip.target.enemy,裝備提示,目標,範圍D固定前端可見文本
equipment-tooltip.target.self,裝備提示,自身,範圍D固定前端可見文本
equipment-tooltip.technique-book.desc,裝備提示,描述,範圍D固定前端可見文本
equipment-tooltip.technique-book.grade,裝備提示,品階,範圍D固定前端可見文本
equipment-tooltip.technique-book.max-attrs,裝備提示,滿層屬性,範圍D固定前端可見文本
equipment-tooltip.technique-book.no-desc,裝備提示,此物無言,範圍D固定前端可見文本
equipment-tooltip.technique-book.realm,裝備提示,境界,範圍D固定前端可見文本
equipment-tooltip.technique-book.skills-label,裝備提示,附帶技能{count},範圍D固定前端可見文本
equipment-tooltip.technique-book.technique,裝備提示,功法,範圍D固定前端可見文本
equipment-tooltip.tile-resource.aura,裝備提示,所處之地靈力,範圍D固定前端可見文本
equipment-tooltip.tile-resource.qi,裝備提示,當前地塊{element}{form}{family},範圍D固定前端可見文本
equipment-tooltip.tile-resource.unknown,裝備提示,當前地塊資源 {resourceKey},範圍D固定前端可見文本
equipment-tooltip.timed-buff.meta,裝備提示,{trigger} · {target} · {duration} 息{stack},範圍D固定前端可見文本
equipment-tooltip.trigger.each-cultivation-tick,裝備提示,修煉時每息,範圍D固定前端可見文本
equipment-tooltip.trigger.each-tick,裝備提示,每息,範圍D固定前端可見文本
equipment-tooltip.trigger.on-attack,裝備提示,攻擊後,範圍D固定前端可見文本
equipment-tooltip.trigger.on-cultivation-tick,裝備提示,修煉時,範圍D固定前端可見文本
equipment-tooltip.trigger.on-enter-map,裝備提示,入圖時,範圍D固定前端可見文本
equipment-tooltip.trigger.on-equip,裝備提示,裝備時,範圍D固定前端可見文本
equipment-tooltip.trigger.on-hit,裝備提示,受擊後,範圍D固定前端可見文本
equipment-tooltip.trigger.on-kill,裝備提示,擊殺後,範圍D固定前端可見文本
equipment-tooltip.trigger.on-move,裝備提示,移動後,範圍D固定前端可見文本
equipment-tooltip.trigger.on-skill-cast,裝備提示,施法後,範圍D固定前端可見文本
equipment-tooltip.trigger.on-tick,裝備提示,每息,範圍D固定前端可見文本
equipment-tooltip.trigger.on-time-segment-changed,裝備提示,時段切換時,範圍D固定前端可見文本
equipment-tooltip.trigger.on-unequip,裝備提示,卸下時,範圍D固定前端可見文本
equipment-tooltip.utility.building-speed,裝備提示,建造速度 {value},範圍D固定前端可見文本
equipment-tooltip.utility.enhancement-speed,裝備提示,強化速度 {value},範圍D固定前端可見文本
equipment-tooltip.utility.enhancement-success,裝備提示,強化成功修正 {value},範圍D固定前端可見文本
equipment-tooltip.utility.exp,裝備提示,{craft}經驗 {value},範圍D固定前端可見文本
equipment-tooltip.utility.mining-damage,裝備提示,挖礦速度 {value},範圍D固定前端可見文本
equipment-tooltip.utility.mining-drop,裝備提示,礦物額外概率 {value},範圍D固定前端可見文本
equipment-tooltip.utility.output,裝備提示,{craft}產出 {value},範圍D固定前端可見文本
equipment-tooltip.utility.speed,裝備提示,{craft}速度 {value},範圍D固定前端可見文本
equipment-tooltip.utility.success,裝備提示,{craft}成功 {value},範圍D固定前端可見文本
equipment-tooltip.value.none,裝備提示,無,範圍D固定前端可見文本
equipment-tooltip.value.unknown,裝備提示,未知,範圍D固定前端可見文本
gm.bot.not-selected,GM,當前選中目標不是機器人,
gm.bot.remove-all.done,GM,已提交移除全部機器人,
gm.bot.remove-all.started,GM,正在移除全部機器人...,
gm.bot.remove.failed,GM,移除機器人失敗,
gm.bot.removed,GM,已移除機器人 {name},
gm.bot.removing,GM,正在移除機器人 {name}...,缺失 key 自動補齊
gm.bot.spawn.anchor-required,GM,請先選擇一個角色作為生成錨點,
gm.bot.spawn.count-invalid,GM,機器人數量必須為正整數,
gm.bot.spawn.failed,GM,生成機器人失敗,
gm.bot.spawn.started,GM,已提交在 {name} 附近生成 {count} 個機器人,
gm.client.account-restriction.allowed,GM,可登入,缺失 key 自動補齊
gm.client.account-restriction.banned,GM,已封禁,缺失 key 自動補齊
gm.client.account-status.abnormal,GM,異常,缺失 key 自動補齊
gm.client.account-status.banned,GM,封禁,缺失 key 自動補齊
gm.client.account-status.normal,GM,正常,缺失 key 自動補齊
gm.client.activity.last-heartbeat,GM,最近心跳時間,缺失 key 自動補齊
gm.client.activity.latest-record,GM,最近活動記錄,缺失 key 自動補齊
gm.client.activity.legacy-heartbeat-note,GM,該時間來自舊心跳語義，不等同於可靠離線時間。,缺失 key 自動補齊
gm.client.activity.no-record,GM,暫無可靠記錄,缺失 key 自動補齊
gm.client.activity.online.no-heartbeat-note,GM,當前未返回可靠的本次上線時間。,缺失 key 自動補齊
gm.client.activity.online.no-record,GM,當前線上，暫無可靠記錄,缺失 key 自動補齊
gm.client.activity.updated-at,GM,最近存檔時間,缺失 key 自動補齊
gm.client.editor-catalog.action-paused,GM,{actionLabel}已暫停：GM 編輯目錄未從服務端加載成功，當前僅允許查看本地參考標籤，避免提交過期目錄數據,缺失 key 自動補齊
gm.client.editor-catalog.local-fallback-note,GM,服務端編輯目錄加載失敗，當前僅保留本地參考標籤；模板快捷寫入已停用，避免把本地目錄直接寫回服務端。,缺失 key 自動補齊
gm.client.editor-catalog.unavailable-note,GM,編輯目錄尚未加載完成，模板快捷寫入暫不可用。,缺失 key 自動補齊
gm.client.editor.meta.catalog-local-fallback,GM,目錄: 本地回退,缺失 key 自動補齊
gm.client.editor.meta.catalog-unavailable,GM,目錄: 未加載,缺失 key 自動補齊
gm.client.editor.meta.risk,GM,風險 {score} · {level},缺失 key 自動補齊
gm.client.editor.subtitle.account,GM,賬號: {accountName},缺失 key 自動補齊
gm.client.editor.subtitle.display-name,GM,顯示名: {displayName},缺失 key 自動補齊
gm.client.editor.subtitle.map,GM,"地圖: {mapName} ({x}, {y})",缺失 key 自動補齊
gm.client.editor.subtitle.persisted-at,GM,最近落盤: {time},缺失 key 自動補齊
gm.client.editor.subtitle.runtime-player,GM,最近落盤: 運行時角色,缺失 key 自動補齊
gm.client.player-list.identity-with-risk-tags,GM,{identity} · 命中: {tags},缺失 key 自動補齊
gm.client.player-list.meta,GM,賬號: {accountName} · 狀態: {status} · 風險: {riskScore} ({riskLevel}),缺失 key 自動補齊
gm.client.position.category.real,GM,現世,缺失 key 自動補齊
gm.client.position.category.secret,GM,秘境,缺失 key 自動補齊
gm.client.position.category.sect,GM,宗門,缺失 key 自動補齊
gm.client.position.category.void,GM,虛境,缺失 key 自動補齊
gm.client.risk-level.critical,GM,極高風險,缺失 key 自動補齊
gm.client.risk-level.high,GM,高風險,缺失 key 自動補齊
gm.client.risk-level.low,GM,低風險,缺失 key 自動補齊
gm.client.risk-level.medium,GM,中風險,缺失 key 自動補齊
gm.client.risk.account.admin-joined,GM,已加入,缺失 key 自動補齊
gm.client.risk.account.admin-list,GM,管理員名單：{state},缺失 key 自動補齊
gm.client.risk.account.admin-not-joined,GM,未加入,缺失 key 自動補齊
gm.client.risk.account.created-at,GM,註冊時間：{time},缺失 key 自動補齊
gm.client.risk.account.last-login,GM,最近登入：{time},缺失 key 自動補齊
gm.client.risk.account.status,GM,賬號狀態：{status},缺失 key 自動補齊
gm.client.risk.factor.no-evidence,GM,當前維度暫無額外證據。,缺失 key 自動補齊
gm.client.risk.factors.note,GM,每個維度都會給出分數、摘要和命中的證據。,缺失 key 自動補齊
gm.client.risk.factors.title,GM,維度明細,缺失 key 自動補齊
gm.client.risk.no-manageable-account,GM,當前目標沒有可管理賬號，風險檢測會按異常賬號綁定處理。,缺失 key 自動補齊
gm.client.risk.overview.note,GM,這裡展示賬號真源、命名模式、相似賬號簇、重複 IP/設備與坊市關係的低頻檢測結果，不會自動封號。,缺失 key 自動補齊
gm.client.risk.overview.title,GM,風險總覽,缺失 key 自動補齊
gm.client.risk.recommendation.index,GM,建議 {index},缺失 key 自動補齊
gm.client.risk.recommendations.note,GM,只提供複核順序，資產或賬號處置仍必須由 GM 人工確認。,缺失 key 自動補齊
gm.client.risk.recommendations.title,GM,處置建議,缺失 key 自動補齊
gm.client.risk.score,GM,總分 {score} / {maxScore},缺失 key 自動補齊
gm.client.version.reload,GM,檢測到前端新版本，正在刷新頁面,缺失 key 自動補齊
gm.common.close,GM,關閉,缺失 key 自動補齊
gm.database.detail-unavailable,GM,當前數據庫詳情暫不可用。,
gm.database.download.failed,GM,下載數據庫備份失敗,
gm.database.downloaded,GM,已下載數據庫備份 {fileName},
gm.database.export-started,GM,已開始導出當前數據庫：{backupId},
gm.database.export.failed,GM,導出數據庫失敗,
gm.database.import.choose-file,GM,請先選擇要導入的數據庫備份文件,
gm.database.import.confirm-upload,GM,"將上傳 {fileName}，隨後用它覆蓋當前主線數據庫。
服務端仍會先生成一份導入前備份，並斷開線上玩家連接。是否繼續？",
gm.database.import.file-selected-ready,GM,已選擇 {fileLabel}，可以上傳。,缺失 key 自動補齊
gm.database.import.file-selected-unsupported,GM,已選擇 {fileLabel}，但格式不支持。,缺失 key 自動補齊
gm.database.import.file-unsupported,GM,文件 {fileName} 格式不支持。,缺失 key 自動補齊
gm.database.import.no-file,GM,尚未選擇文件,缺失 key 自動補齊
gm.database.import.selected,GM,已選擇數據庫備份：{fileName},
gm.database.import.unsupported,GM,僅支持新版 PostgreSQL 自定義備份（.dump）,
gm.database.import.uploaded-with-size,GM,已上傳 {fileName}（{fileSize}）,缺失 key 自動補齊
gm.database.import.uploading,GM,正在上傳 {fileName}（{fileSize}）...,缺失 key 自動補齊
gm.database.restore.confirm,GM,"將使用備份 {fileName} 覆蓋當前主線數據庫。
服務端會先自動生成一份導入前備份，並斷開線上玩家連接。是否繼續？",
gm.database.restore.failed,GM,導入數據庫失敗,
gm.database.restore.started,GM,已開始恢復數據庫備份：{backupId},
gm.database.restore.unsupported-history,GM,硬切後只支持恢復新版 PostgreSQL 自定義備份，不再支持歷史 JSON 快照,
gm.database.state.refresh.failed,GM,刷新數據庫狀態失敗,
gm.database.synced-backups,GM,已同步 {count} 份數據庫備份,
gm.database.target-missing,GM,目標備份不存在,
gm.database.upload-and-restore.failed,GM,上傳並導入數據庫失敗,
gm.database.upload.failed,GM,上傳數據庫備份失敗,
gm.database.uploaded,GM,已上傳數據庫備份：{fileName},
gm.duration.days,GM,{days}天 {hours}時 {minutes}分,
gm.duration.hours,GM,{hours}時 {minutes}分 {seconds}秒,
gm.duration.minutes,GM,{minutes}分 {seconds}秒,
gm.duration.seconds,GM,{seconds}秒,
gm.editor.catalog.binding-unavailable,GM,編輯目錄未加載，無法綁定模板。,缺失 key 自動補齊
gm.editor.catalog.buff-unavailable,GM,服務端編輯目錄不可用，當前不能用模板方式新增增益。,
gm.editor.catalog.choose-equipment-template,GM,請先選擇一個裝備模板,
gm.editor.catalog.choose-item-template,GM,請先選擇一個物品模板,
gm.editor.catalog.choose-technique-template,GM,請先選擇一個功法模板,
gm.editor.catalog.equipment-unavailable,GM,服務端編輯目錄不可用，當前不能用模板方式建立裝備。,
gm.editor.catalog.item-unavailable,GM,服務端編輯目錄不可用，當前不能用模板方式加入物品。,
gm.editor.catalog.load-failed,GM,GM 編輯目錄加載失敗，當前僅保留本地參考標籤；目錄型編輯與帶附件郵件已暫停，避免提交過期模板數據。,
gm.editor.catalog.mail-attachment-unavailable,GM,服務端編輯目錄不可用，當前不能用模板方式新增郵件附件。,
gm.editor.catalog.no-send-target,GM,當前沒有可發送郵件的角色,
gm.editor.catalog.technique-unavailable,GM,服務端編輯目錄不可用，當前不能用模板方式加入功法。,
gm.loading-database-detail,GM,正在加載數據庫詳情…,
gm.loading-player-detail,GM,正在加載角色詳情…,
gm.login.enter-password,GM,請輸入 GM 密碼,缺失 key 自動補齊
gm.login.failed,GM,登入失敗,
gm.login.token-issued,GM,登入成功，有效期約 {hours} 小時,缺失 key 自動補齊
gm.mail.broadcast.sent,GM,群發郵件已發送：{batchId}，收件 {recipientCount} 人,缺失 key 自動補齊
gm.mail.compose.required,GM,標題、正文和附件至少填寫一項,
gm.mail.no-target,GM,當前沒有可發送郵件的角色,
gm.mail.send-all,GM,群發郵件,缺失 key 自動補齊
gm.mail.send-all.note,GM,發送給所有非機器人角色,缺失 key 自動補齊
gm.mail.send-to-player,GM,發給 {roleName},缺失 key 自動補齊
gm.mail.send-to-player.note,GM,發送給當前選中的角色,缺失 key 自動補齊
gm.mail.sender.default,GM,司命臺,
gm.mail.sent,GM,已向 {roleName} 發送郵件：{mailId},
gm.network.large-payload.empty,GM,這個流量項當前沒有可查看的大包樣本,
gm.network.large-payload.expired,GM,大包樣本已過期,缺失 key 自動補齊
