key,category,zh-CN,note
building.toast.select-requirement,营造,请先选择{label},
building.toast.submitted,营造,已提交建造意图,
chat.combat.actual-damage,战斗日志,造成伤害 {amount},原'实际伤害'
chat.combat.actual-heal,战斗日志,实际治疗 {amount},
chat.combat.dodge,战斗日志,闪避,
chat.combat.raw-damage,战斗日志,基础伤害 {amount},原'原始伤害'
chat.combat.raw-heal,战斗日志,基础治疗 {amount},原'原始治疗'
craft.workbench.level.short,制造技艺,Lv.{level},
craft.workbench.modal.subtitle.alchemy,制造技艺,炼丹 Lv.{level},
craft.workbench.modal.subtitle.default,制造技艺,制造型技艺,
craft.workbench.modal.subtitle.enhancement,制造技艺,强化 Lv.{level},
craft.workbench.modal.subtitle.forging,制造技艺,炼器 Lv.{level},
craft.workbench.modal.title,制造技艺,制造技艺,
craft.workbench.mode.alchemy,制造技艺,炼丹,
craft.workbench.mode.craft,制造技艺,制造,
craft.workbench.mode.enhancement,制造技艺,强化,
craft.workbench.mode.forging,制造技艺,炼器,
craft.workbench.mode.technique,制造技艺,制造技艺,
craft.workbench.profession.description.alchemy,制造技艺,以丹方、主药与辅药炼成丹药，可批量炼制。,
craft.workbench.profession.description.default,制造技艺,制造型技艺共用任务队列。,
craft.workbench.profession.description.enhancement,制造技艺,使用强化锤与材料淬炼装备或法宝，逐级提升。强化失败时若无保护，等级直接归零；若有保护，则仅降一级。,
craft.workbench.profession.description.forging,制造技艺,以器方与玄铁锻造技艺工具，成功率与加速方式同炼丹。,
craft.workbench.queue.active,制造技艺,进行中,
craft.workbench.queue.empty,制造技艺,暂无制造任务。,
craft.workbench.queue.pending,制造技艺,排队 {index},
craft.workbench.queue.target-level,制造技艺,目标 +{level},
craft.workbench.queue.title,制造技艺,当前任务队列,
craft.workbench.time.ticks,制造技艺,{ticks} 息,
craft.workbench.time.zero,制造技艺,0 息,
craft.workbench.unit.item,制造技艺,件,
craft.workbench.unit.pill,制造技艺,枚,
equipment.action.unequip,装备,卸下,
equipment.artifact.disabled,装备,停用,
equipment.artifact.empty,装备,未装备,
equipment.artifact.enabled,装备,启用,
equipment.artifact.locked,装备,半步金丹后开启,
equipment.artifact.qi,装备,灵力 {current} / {max} 点,
equipment.effect.current-resource-cost,装备,{percent} 当前{resource},
equipment.effect.max-resource-cost,装备,{percent} 最大{resource},
equipment.effect.no-value-change,装备,无数值变化,
equipment.effect.periodic-cost,装备,代价:{trigger}损失 {mode}{condition},
equipment.effect.stat-aura,装备,特效:{effects}{condition},
equipment.effect.timed-buff,装备,触发:{trigger}获得 {buffName} {duration}息{condition}{effects},
equipment.effect.timed-buff-effects,装备,，效果:{effects},
equipment.empty.affixes,装备,暂无词条,
equipment.empty.all,装备,尚未装备任何物品,
equipment.empty.artifact,装备,暂无法宝,
equipment.empty.combat,装备,尚未装备任何物品,
equipment.empty.slot-meta,装备,尚未装备,
equipment.empty.slot-short,装备,未着,
equipment.empty.technique,装备,尚未装备技艺工具,
equipment.resource.hp,装备,生命,
equipment.resource.qi,装备,灵力,
equipment.tab.artifact,装备,法宝,
equipment.tab.combat,装备,装备,
equipment.tab.technique,装备,技艺,
equipment.title,装备,装备栏,
equipment.trigger.cultivation-tick,装备,修炼时每息,
equipment.trigger.on-attack,装备,攻击后,
equipment.trigger.on-cultivation-tick,装备,修炼时,
equipment.trigger.on-enter-map,装备,入图时,
equipment.trigger.on-equip,装备,装备时,
equipment.trigger.on-hit,装备,受击后,
equipment.trigger.on-kill,装备,击杀后,
equipment.trigger.on-move,装备,移动后,
equipment.trigger.on-skill-cast,装备,施法后,
equipment.trigger.on-tick,装备,每息,
equipment.trigger.on-time-segment-changed,装备,时段切换时,
equipment.trigger.on-unequip,装备,卸下时,
equipment.trigger.tick,装备,每息,
equipment-tooltip.buff.default-mark,装备提示,气,范围D固定前端可见文本
equipment-tooltip.buff.stack-limit.comma,装备提示,，最多 {stackLimit} 层,范围D固定前端可见文本
equipment-tooltip.buff.stack-limit.suffix,装备提示,· 最多 {stackLimit} 层,范围D固定前端可见文本
equipment-tooltip.chance.line,装备提示,触发概率：{chance},范围D固定前端可见文本
equipment-tooltip.condition.cultivating,装备提示,仅修炼中生效,范围D固定前端可见文本
equipment-tooltip.condition.has-buff,装备提示,需带有 {buffName}{stacks},范围D固定前端可见文本
equipment-tooltip.condition.hp-ratio,装备提示,生命 {op} {value},范围D固定前端可见文本
equipment-tooltip.condition.line,装备提示,条件：{conditions},范围D固定前端可见文本
equipment-tooltip.condition.map,装备提示,地图：{value},范围D固定前端可见文本
equipment-tooltip.condition.min-stacks,装备提示,{stacks} 层,范围D固定前端可见文本
equipment-tooltip.condition.not-cultivating,装备提示,仅未修炼时生效,范围D固定前端可见文本
equipment-tooltip.condition.qi-ratio,装备提示,灵力 {op} {value},范围D固定前端可见文本
equipment-tooltip.condition.target-kind,装备提示,目标：{value},范围D固定前端可见文本
equipment-tooltip.condition.time,装备提示,时段：{value},范围D固定前端可见文本
equipment-tooltip.consumable.active-cooldown,装备提示,当前冷却：{left} / {cooldown} 息,范围D固定前端可见文本
equipment-tooltip.consumable.baseline-heal-amount,装备提示,恢复 {amount} 点气血,范围D固定前端可见文本
equipment-tooltip.consumable.baseline-heal-percent,装备提示,恢复标准生命 {percent},范围D固定前端可见文本
equipment-tooltip.consumable.baseline-qi-amount,装备提示,恢复 {amount} 点灵力,范围D固定前端可见文本
equipment-tooltip.consumable.bind-respawn,装备提示,使用效果：绑定复活点与遁返落点,范围D固定前端可见文本
equipment-tooltip.consumable.buff,装备提示,药效：{name}{meta},范围D固定前端可见文本
equipment-tooltip.consumable.buff-duration,装备提示,持续 {duration} 息,范围D固定前端可见文本
equipment-tooltip.consumable.buff-max-stacks,装备提示,最多 {stacks} 层,范围D固定前端可见文本
equipment-tooltip.consumable.cooldown,装备提示,使用冷却：{cooldown} 息,范围D固定前端可见文本
equipment-tooltip.consumable.heal-amount,装备提示,恢复 {amount} 点气血,范围D固定前端可见文本
equipment-tooltip.consumable.heal-percent,装备提示,恢复 {percent} 气血,范围D固定前端可见文本
equipment-tooltip.consumable.instant,装备提示,立即效果：{value},范围D固定前端可见文本
equipment-tooltip.consumable.instant-resource,装备提示,立即效果：{resource} +{amount},范围D固定前端可见文本
equipment-tooltip.consumable.qi-percent,装备提示,恢复 {percent} 真气,范围D固定前端可见文本
equipment-tooltip.consumable.unlock-map,装备提示,使用效果：永久解锁对应地图,范围D固定前端可见文本
equipment-tooltip.cooldown.line,装备提示,冷却：{cooldown} 息,范围D固定前端可见文本
equipment-tooltip.cooldown.meta,装备提示,冷却 {cooldown} 息,范围D固定前端可见文本
equipment-tooltip.craft.alchemy,装备提示,炼丹,范围D固定前端可见文本
equipment-tooltip.craft.building,装备提示,营造,范围D固定前端可见文本
equipment-tooltip.craft.enhancement,装备提示,强化,范围D固定前端可见文本
equipment-tooltip.craft.forging,装备提示,炼器,范围D固定前端可见文本
equipment-tooltip.craft.formation,装备提示,阵法,范围D固定前端可见文本
equipment-tooltip.craft.gather,装备提示,采集,范围D固定前端可见文本
equipment-tooltip.craft.mining,装备提示,挖矿,范围D固定前端可见文本
equipment-tooltip.craft.transmission,装备提示,传法,范围D固定前端可见文本
equipment-tooltip.desc.line,装备提示,说明：{desc},范围D固定前端可见文本
equipment-tooltip.duration.with-stack,装备提示,{duration} 息{stack},范围D固定前端可见文本
equipment-tooltip.effect.line,装备提示,效果：{effects},范围D固定前端可见文本
equipment-tooltip.effect.no-change,装备提示,无数值变化,范围D固定前端可见文本
equipment-tooltip.effectiveness.detail,装备提示,{effective}（强化 {enhancement} × 境界 {realm}）,范围D固定前端可见文本
equipment-tooltip.effectiveness.factor.enhancement,装备提示,强化{value},范围D固定前端可见文本
equipment-tooltip.effectiveness.factor.realm-low,装备提示,境界过低{value},范围D固定前端可见文本
equipment-tooltip.effectiveness.summary,装备提示,{value}{factors},范围D固定前端可见文本
equipment-tooltip.element.earth,装备提示,土,范围D固定前端可见文本
equipment-tooltip.element.fire,装备提示,火,范围D固定前端可见文本
equipment-tooltip.element.metal,装备提示,金,范围D固定前端可见文本
equipment-tooltip.element.none,装备提示,无属性,范围D固定前端可见文本
equipment-tooltip.element.water,装备提示,水,范围D固定前端可见文本
equipment-tooltip.element.wood,装备提示,木,范围D固定前端可见文本
equipment-tooltip.equipped.attrs,装备提示,装备属性：{attrs},范围D固定前端可见文本
equipment-tooltip.equipped.mark,装备提示,装,范围D固定前端可见文本
equipment-tooltip.equipped.slot,装备提示,部位：{slot},范围D固定前端可见文本
equipment-tooltip.equipped.title,装备提示,已装备,范围D固定前端可见文本
equipment-tooltip.label.category,装备提示,分类,范围D固定前端可见文本
equipment-tooltip.label.conditions,装备提示,生效条件,范围D固定前端可见文本
equipment-tooltip.label.element-values,装备提示,五行数值,范围D固定前端可见文本
equipment-tooltip.label.equipment-attrs,装备提示,装备属性,范围D固定前端可见文本
equipment-tooltip.label.periodic-cost,装备提示,持续代价,范围D固定前端可见文本
equipment-tooltip.label.progress-boost,装备提示,推进特效,范围D固定前端可见文本
equipment-tooltip.label.slot,装备提示,部位,范围D固定前端可见文本
equipment-tooltip.label.source,装备提示,来源,范围D固定前端可见文本
equipment-tooltip.label.stat-aura,装备提示,常驻特效,范围D固定前端可见文本
equipment-tooltip.label.status,装备提示,状态,范围D固定前端可见文本
equipment-tooltip.label.tags,装备提示,标签,范围D固定前端可见文本
equipment-tooltip.label.timed-buff,装备提示,触发增益,范围D固定前端可见文本
equipment-tooltip.label.trigger-conditions,装备提示,触发条件,范围D固定前端可见文本
equipment-tooltip.label.type,装备提示,类型,范围D固定前端可见文本
equipment-tooltip.material-values.elements,装备提示,五行：{values},范围D固定前端可见文本
equipment-tooltip.material.exotic,装备提示,异材,范围D固定前端可见文本
equipment-tooltip.material.herb,装备提示,药材,范围D固定前端可见文本
equipment-tooltip.material.ore,装备提示,矿石,范围D固定前端可见文本
equipment-tooltip.medicine-category.buff,装备提示,增益,范围D固定前端可见文本
equipment-tooltip.medicine-category.hp,装备提示,生命回复,范围D固定前端可见文本
equipment-tooltip.medicine-category.qi,装备提示,灵力回复,范围D固定前端可见文本
equipment-tooltip.medicine-category.special,装备提示,特殊,范围D固定前端可见文本
equipment-tooltip.periodic-cost.current-ratio,装备提示,{value} 当前{resource},范围D固定前端可见文本
equipment-tooltip.periodic-cost.max-ratio,装备提示,{value} 最大{resource},范围D固定前端可见文本
equipment-tooltip.periodic-cost.value,装备提示,{trigger}损失 {value},范围D固定前端可见文本
equipment-tooltip.plain.conditions,装备提示,生效条件：{value},范围D固定前端可见文本
equipment-tooltip.plain.periodic-cost,装备提示,持续代价：{trigger}损失 {value},范围D固定前端可见文本
equipment-tooltip.plain.progress-boost,装备提示,推进特效：{value},范围D固定前端可见文本
equipment-tooltip.plain.stat-aura,装备提示,常驻特效：{value},范围D固定前端可见文本
equipment-tooltip.plain.timed-buff,装备提示,触发增益：{name} {meta},范围D固定前端可见文本
equipment-tooltip.plain.trigger-conditions,装备提示,触发条件：{value},范围D固定前端可见文本
equipment-tooltip.qi-family.aura,装备提示,灵气,范围D固定前端可见文本
equipment-tooltip.qi-family.demonic,装备提示,魔气,范围D固定前端可见文本
equipment-tooltip.qi-family.sha,装备提示,煞气,范围D固定前端可见文本
equipment-tooltip.qi-form.dispersed,装备提示,逸散,范围D固定前端可见文本
equipment-tooltip.qi-form.refined,装备提示,凝练,范围D固定前端可见文本
equipment-tooltip.resource.hp,装备提示,气血,范围D固定前端可见文本
equipment-tooltip.resource.life,装备提示,生命,范围D固定前端可见文本
equipment-tooltip.resource.qi,装备提示,灵力,范围D固定前端可见文本
equipment-tooltip.special.comprehension,装备提示,悟性 {value},范围D固定前端可见文本
equipment-tooltip.special.luck,装备提示,幸运 {value},范围D固定前端可见文本
equipment-tooltip.status.cooldown,装备提示,冷却 {cooldown} 息,范围D固定前端可见文本
equipment-tooltip.status.learned,装备提示,已学,范围D固定前端可见文本
equipment-tooltip.status.read,装备提示,已阅,范围D固定前端可见文本
equipment-tooltip.tag.alchemy-furnace,装备提示,炼丹工具,范围D固定前端可见文本
equipment-tooltip.tag.building-hammer,装备提示,营造锤,范围D固定前端可见文本
equipment-tooltip.tag.enhancement-hammer,装备提示,强化锤,范围D固定前端可见文本
equipment-tooltip.tag.forging-tool,装备提示,炼器工具,范围D固定前端可见文本
equipment-tooltip.tag.mining-pickaxe,装备提示,矿镐,范围D固定前端可见文本
equipment-tooltip.target-kind.tile,装备提示,地块,范围D固定前端可见文本
equipment-tooltip.target.enemy,装备提示,目标,范围D固定前端可见文本
equipment-tooltip.target.self,装备提示,自身,范围D固定前端可见文本
equipment-tooltip.technique-book.desc,装备提示,描述,范围D固定前端可见文本
equipment-tooltip.technique-book.grade,装备提示,品阶,范围D固定前端可见文本
equipment-tooltip.technique-book.max-attrs,装备提示,满层属性,范围D固定前端可见文本
equipment-tooltip.technique-book.no-desc,装备提示,此物无言,范围D固定前端可见文本
equipment-tooltip.technique-book.realm,装备提示,境界,范围D固定前端可见文本
equipment-tooltip.technique-book.skills-label,装备提示,附带技能{count},范围D固定前端可见文本
equipment-tooltip.technique-book.technique,装备提示,功法,范围D固定前端可见文本
equipment-tooltip.tile-resource.aura,装备提示,所处之地灵力,范围D固定前端可见文本
equipment-tooltip.tile-resource.qi,装备提示,当前地块{element}{form}{family},范围D固定前端可见文本
equipment-tooltip.tile-resource.unknown,装备提示,当前地块资源 {resourceKey},范围D固定前端可见文本
equipment-tooltip.timed-buff.meta,装备提示,{trigger} · {target} · {duration} 息{stack},范围D固定前端可见文本
equipment-tooltip.trigger.each-cultivation-tick,装备提示,修炼时每息,范围D固定前端可见文本
equipment-tooltip.trigger.each-tick,装备提示,每息,范围D固定前端可见文本
equipment-tooltip.trigger.on-attack,装备提示,攻击后,范围D固定前端可见文本
equipment-tooltip.trigger.on-cultivation-tick,装备提示,修炼时,范围D固定前端可见文本
equipment-tooltip.trigger.on-enter-map,装备提示,入图时,范围D固定前端可见文本
equipment-tooltip.trigger.on-equip,装备提示,装备时,范围D固定前端可见文本
equipment-tooltip.trigger.on-hit,装备提示,受击后,范围D固定前端可见文本
equipment-tooltip.trigger.on-kill,装备提示,击杀后,范围D固定前端可见文本
equipment-tooltip.trigger.on-move,装备提示,移动后,范围D固定前端可见文本
equipment-tooltip.trigger.on-skill-cast,装备提示,施法后,范围D固定前端可见文本
equipment-tooltip.trigger.on-tick,装备提示,每息,范围D固定前端可见文本
equipment-tooltip.trigger.on-time-segment-changed,装备提示,时段切换时,范围D固定前端可见文本
equipment-tooltip.trigger.on-unequip,装备提示,卸下时,范围D固定前端可见文本
equipment-tooltip.utility.building-speed,装备提示,建造速度 {value},范围D固定前端可见文本
equipment-tooltip.utility.enhancement-speed,装备提示,强化速度 {value},范围D固定前端可见文本
equipment-tooltip.utility.enhancement-success,装备提示,强化成功修正 {value},范围D固定前端可见文本
equipment-tooltip.utility.exp,装备提示,{craft}经验 {value},范围D固定前端可见文本
equipment-tooltip.utility.mining-damage,装备提示,挖矿速度 {value},范围D固定前端可见文本
equipment-tooltip.utility.mining-drop,装备提示,矿物额外概率 {value},范围D固定前端可见文本
equipment-tooltip.utility.output,装备提示,{craft}产出 {value},范围D固定前端可见文本
equipment-tooltip.utility.speed,装备提示,{craft}速度 {value},范围D固定前端可见文本
equipment-tooltip.utility.success,装备提示,{craft}成功 {value},范围D固定前端可见文本
equipment-tooltip.value.none,装备提示,无,范围D固定前端可见文本
equipment-tooltip.value.unknown,装备提示,未知,范围D固定前端可见文本
gm.bot.not-selected,GM,当前选中目标不是机器人,
gm.bot.remove-all.done,GM,已提交移除全部机器人,
gm.bot.remove-all.started,GM,正在移除全部机器人...,
gm.bot.remove.failed,GM,移除机器人失败,
gm.bot.removed,GM,已移除机器人 {name},
gm.bot.removing,GM,正在移除机器人 {name}...,缺失 key 自动补齐
gm.bot.spawn.anchor-required,GM,请先选择一个角色作为生成锚点,
gm.bot.spawn.count-invalid,GM,机器人数量必须为正整数,
gm.bot.spawn.failed,GM,生成机器人失败,
gm.bot.spawn.started,GM,已提交在 {name} 附近生成 {count} 个机器人,
gm.client.account-restriction.allowed,GM,可登录,缺失 key 自动补齐
gm.client.account-restriction.banned,GM,已封禁,缺失 key 自动补齐
gm.client.account-status.abnormal,GM,异常,缺失 key 自动补齐
gm.client.account-status.banned,GM,封禁,缺失 key 自动补齐
gm.client.account-status.normal,GM,正常,缺失 key 自动补齐
gm.client.activity.last-heartbeat,GM,最近心跳时间,缺失 key 自动补齐
gm.client.activity.latest-record,GM,最近活动记录,缺失 key 自动补齐
gm.client.activity.legacy-heartbeat-note,GM,该时间来自旧心跳语义，不等同于可靠离线时间。,缺失 key 自动补齐
gm.client.activity.no-record,GM,暂无可靠记录,缺失 key 自动补齐
gm.client.activity.online.no-heartbeat-note,GM,当前未返回可靠的本次上线时间。,缺失 key 自动补齐
gm.client.activity.online.no-record,GM,当前在线，暂无可靠记录,缺失 key 自动补齐
gm.client.activity.updated-at,GM,最近存档时间,缺失 key 自动补齐
gm.client.editor-catalog.action-paused,GM,{actionLabel}已暂停：GM 编辑目录未从服务端加载成功，当前仅允许查看本地参考标签，避免提交过期目录数据,缺失 key 自动补齐
gm.client.editor-catalog.local-fallback-note,GM,服务端编辑目录加载失败，当前仅保留本地参考标签；模板快捷写入已停用，避免把本地目录直接写回服务端。,缺失 key 自动补齐
gm.client.editor-catalog.unavailable-note,GM,编辑目录尚未加载完成，模板快捷写入暂不可用。,缺失 key 自动补齐
gm.client.editor.meta.catalog-local-fallback,GM,目录: 本地回退,缺失 key 自动补齐
gm.client.editor.meta.catalog-unavailable,GM,目录: 未加载,缺失 key 自动补齐
gm.client.editor.meta.risk,GM,风险 {score} · {level},缺失 key 自动补齐
gm.client.editor.subtitle.account,GM,账号: {accountName},缺失 key 自动补齐
gm.client.editor.subtitle.display-name,GM,显示名: {displayName},缺失 key 自动补齐
gm.client.editor.subtitle.map,GM,"地图: {mapName} ({x}, {y})",缺失 key 自动补齐
gm.client.editor.subtitle.persisted-at,GM,最近落盘: {time},缺失 key 自动补齐
gm.client.editor.subtitle.runtime-player,GM,最近落盘: 运行时角色,缺失 key 自动补齐
gm.client.player-list.identity-with-risk-tags,GM,{identity} · 命中: {tags},缺失 key 自动补齐
gm.client.player-list.meta,GM,账号: {accountName} · 状态: {status} · 风险: {riskScore} ({riskLevel}),缺失 key 自动补齐
gm.client.position.category.real,GM,现世,缺失 key 自动补齐
gm.client.position.category.secret,GM,秘境,缺失 key 自动补齐
gm.client.position.category.sect,GM,宗门,缺失 key 自动补齐
gm.client.position.category.void,GM,虚境,缺失 key 自动补齐
gm.client.risk-level.critical,GM,极高风险,缺失 key 自动补齐
gm.client.risk-level.high,GM,高风险,缺失 key 自动补齐
gm.client.risk-level.low,GM,低风险,缺失 key 自动补齐
gm.client.risk-level.medium,GM,中风险,缺失 key 自动补齐
gm.client.risk.account.admin-joined,GM,已加入,缺失 key 自动补齐
gm.client.risk.account.admin-list,GM,管理员名单：{state},缺失 key 自动补齐
gm.client.risk.account.admin-not-joined,GM,未加入,缺失 key 自动补齐
gm.client.risk.account.created-at,GM,注册时间：{time},缺失 key 自动补齐
gm.client.risk.account.last-login,GM,最近登录：{time},缺失 key 自动补齐
gm.client.risk.account.status,GM,账号状态：{status},缺失 key 自动补齐
gm.client.risk.factor.no-evidence,GM,当前维度暂无额外证据。,缺失 key 自动补齐
gm.client.risk.factors.note,GM,每个维度都会给出分数、摘要和命中的证据。,缺失 key 自动补齐
gm.client.risk.factors.title,GM,维度明细,缺失 key 自动补齐
gm.client.risk.no-manageable-account,GM,当前目标没有可管理账号，风险检测会按异常账号绑定处理。,缺失 key 自动补齐
gm.client.risk.overview.note,GM,这里展示账号真源、命名模式、相似账号簇、重复 IP/设备与坊市关系的低频检测结果，不会自动封号。,缺失 key 自动补齐
gm.client.risk.overview.title,GM,风险总览,缺失 key 自动补齐
gm.client.risk.recommendation.index,GM,建议 {index},缺失 key 自动补齐
gm.client.risk.recommendations.note,GM,只提供复核顺序，资产或账号处置仍必须由 GM 人工确认。,缺失 key 自动补齐
gm.client.risk.recommendations.title,GM,处置建议,缺失 key 自动补齐
gm.client.risk.score,GM,总分 {score} / {maxScore},缺失 key 自动补齐
gm.client.version.reload,GM,检测到前端新版本，正在刷新页面,缺失 key 自动补齐
gm.common.close,GM,关闭,缺失 key 自动补齐
gm.database.detail-unavailable,GM,当前数据库详情暂不可用。,
gm.database.download.failed,GM,下载数据库备份失败,
gm.database.downloaded,GM,已下载数据库备份 {fileName},
gm.database.export-started,GM,已开始导出当前数据库：{backupId},
gm.database.export.failed,GM,导出数据库失败,
gm.database.import.choose-file,GM,请先选择要导入的数据库备份文件,
gm.database.import.confirm-upload,GM,"将上传 {fileName}，随后用它覆盖当前主线数据库。
服务端仍会先生成一份导入前备份，并断开在线玩家连接。是否继续？",
gm.database.import.file-selected-ready,GM,已选择 {fileLabel}，可以上传。,缺失 key 自动补齐
gm.database.import.file-selected-unsupported,GM,已选择 {fileLabel}，但格式不支持。,缺失 key 自动补齐
gm.database.import.file-unsupported,GM,文件 {fileName} 格式不支持。,缺失 key 自动补齐
gm.database.import.no-file,GM,尚未选择文件,缺失 key 自动补齐
gm.database.import.selected,GM,已选择数据库备份：{fileName},
gm.database.import.unsupported,GM,仅支持新版 PostgreSQL 自定义备份（.dump）,
gm.database.import.uploaded-with-size,GM,已上传 {fileName}（{fileSize}）,缺失 key 自动补齐
gm.database.import.uploading,GM,正在上传 {fileName}（{fileSize}）...,缺失 key 自动补齐
gm.database.restore.confirm,GM,"将使用备份 {fileName} 覆盖当前主线数据库。
服务端会先自动生成一份导入前备份，并断开在线玩家连接。是否继续？",
gm.database.restore.failed,GM,导入数据库失败,
gm.database.restore.started,GM,已开始恢复数据库备份：{backupId},
gm.database.restore.unsupported-history,GM,硬切后只支持恢复新版 PostgreSQL 自定义备份，不再支持历史 JSON 快照,
gm.database.state.refresh.failed,GM,刷新数据库状态失败,
gm.database.synced-backups,GM,已同步 {count} 份数据库备份,
gm.database.target-missing,GM,目标备份不存在,
gm.database.upload-and-restore.failed,GM,上传并导入数据库失败,
gm.database.upload.failed,GM,上传数据库备份失败,
gm.database.uploaded,GM,已上传数据库备份：{fileName},
gm.duration.days,GM,{days}天 {hours}时 {minutes}分,
gm.duration.hours,GM,{hours}时 {minutes}分 {seconds}秒,
gm.duration.minutes,GM,{minutes}分 {seconds}秒,
gm.duration.seconds,GM,{seconds}秒,
gm.editor.catalog.binding-unavailable,GM,编辑目录未加载，无法绑定模板。,缺失 key 自动补齐
gm.editor.catalog.buff-unavailable,GM,服务端编辑目录不可用，当前不能用模板方式新增增益。,
gm.editor.catalog.choose-equipment-template,GM,请先选择一个装备模板,
gm.editor.catalog.choose-item-template,GM,请先选择一个物品模板,
gm.editor.catalog.choose-technique-template,GM,请先选择一个功法模板,
gm.editor.catalog.equipment-unavailable,GM,服务端编辑目录不可用，当前不能用模板方式创建装备。,
gm.editor.catalog.item-unavailable,GM,服务端编辑目录不可用，当前不能用模板方式加入物品。,
gm.editor.catalog.load-failed,GM,GM 编辑目录加载失败，当前仅保留本地参考标签；目录型编辑与带附件邮件已暂停，避免提交过期模板数据。,
gm.editor.catalog.mail-attachment-unavailable,GM,服务端编辑目录不可用，当前不能用模板方式新增邮件附件。,
gm.editor.catalog.no-send-target,GM,当前没有可发送邮件的角色,
gm.editor.catalog.technique-unavailable,GM,服务端编辑目录不可用，当前不能用模板方式加入功法。,
gm.loading-database-detail,GM,正在加载数据库详情…,
gm.loading-player-detail,GM,正在加载角色详情…,
gm.login.enter-password,GM,请输入 GM 密码,缺失 key 自动补齐
gm.login.failed,GM,登录失败,
gm.login.token-issued,GM,登录成功，有效期约 {hours} 小时,缺失 key 自动补齐
gm.mail.broadcast.sent,GM,群发邮件已发送：{batchId}，收件 {recipientCount} 人,缺失 key 自动补齐
gm.mail.compose.required,GM,标题、正文和附件至少填写一项,
gm.mail.no-target,GM,当前没有可发送邮件的角色,
gm.mail.send-all,GM,群发邮件,缺失 key 自动补齐
gm.mail.send-all.note,GM,发送给所有非机器人角色,缺失 key 自动补齐
gm.mail.send-to-player,GM,发给 {roleName},缺失 key 自动补齐
gm.mail.send-to-player.note,GM,发送给当前选中的角色,缺失 key 自动补齐
gm.mail.sender.default,GM,司命台,
gm.mail.sent,GM,已向 {roleName} 发送邮件：{mailId},
gm.network.large-payload.empty,GM,这个流量项当前没有可查看的大包样本,
gm.network.large-payload.expired,GM,大包样本已过期,缺失 key 自动补齐
gm.network.large-payload.limit-note,GM,记录最近 {count} 个超过 1 KB 的完整实际包体,
gm.network.large-payload.modal-title,GM,网络包体内容,
gm.network.large-payload.sample-meta,GM,{event} · {recordedAt} · payload {payloadBytes} · packet {packetBytes},
gm.none,GM,无,
gm.offline,GM,离线,
gm.password.change.fill-both,GM,请填写当前密码和新密码,缺失 key 自动补齐
gm.password.updated,GM,GM 密码已更新,缺失 key 自动补齐
gm.perf.cpu.reset.done,GM,CPU 统计已重置,
gm.perf.cpu.reset.failed,GM,重置 CPU 统计失败,
gm.perf.network.reset.done,GM,流量统计已重置,
gm.perf.network.reset.failed,GM,重置流量统计失败,
gm.perf.pathfinding.reset.done,GM,寻路统计已重置,
gm.perf.pathfinding.reset.failed,GM,重置寻路统计失败,
gm.player-list.empty,GM,没有符合筛选条件的角色。,
gm.player-list.page-meta,GM,第 {page} / {totalPages} 页 · 共 {total} 条,
gm.player.account.ban.failed,GM,封禁账号失败,
gm.player.account.ban.no-target,GM,当前目标没有可封禁的账号,
gm.player.account.ban.updating,GM,正在封禁账号 {username}...,缺失 key 自动补齐
gm.player.account.banned,GM,账号 {username} 已封禁,缺失 key 自动补齐
gm.player.account.fill,GM,请填写账号,
gm.player.account.no-target,GM,当前目标没有可修改的账号,
gm.player.account.unban.failed,GM,解封账号失败,
gm.player.account.unban.no-target,GM,当前目标没有可解封的账号,
gm.player.account.unban.updating,GM,正在解除账号 {username} 的封禁...,缺失 key 自动补齐
gm.player.account.unbanned,GM,账号 {username} 已解除封禁,缺失 key 自动补齐
gm.player.account.unchanged,GM,账号未变化,
gm.player.account.updated,GM,已将账号从 {oldUsername} 修改为 {newUsername},
gm.player.account.updating,GM,正在更新账号 {username}...,缺失 key 自动补齐
gm.player.catalog.save-paused,GM,{tabLabel}保存已暂停：GM 编辑目录未从服务端加载成功，避免提交过期目录数据,
gm.player.choose,GM,请先选择角色,
gm.player.combat-exp.invalid,GM,请输入整数战斗经验调整值,
gm.player.combat-exp.updated,GM,{name} 的战斗经验已调整 {amount},缺失 key 自动补齐
gm.player.combat-exp.updating,GM,正在调整 {name} 的战斗经验...,缺失 key 自动补齐
gm.player.detail-load-failed,GM,加载角色详情失败,
gm.player.detail-loaded,GM,已加载角色 {name},缺失 key 自动补齐
gm.player.detail-unavailable,GM,当前角色详情暂不可用。,
gm.player.foundation.invalid,GM,请输入整数底蕴调整值,
gm.player.foundation.updated,GM,{name} 的底蕴已调整 {amount},缺失 key 自动补齐
gm.player.foundation.updating,GM,正在调整 {name} 的底蕴...,缺失 key 自动补齐
gm.player.heaven-gate.reset.done,GM,已重置 {name} 的天门测试状态,
gm.player.heaven-gate.reset.failed,GM,重置天门失败,
gm.player.heaven-gate.reset.started,GM,正在重置 {name} 的天门测试状态...,
gm.player.heaven-gate.reset.updating,GM,正在重置 {name} 的天门...,缺失 key 自动补齐
gm.player.inventory-full-consumables,GM,当前角色已拥有全部消耗品，且数量不低于 999,
gm.player.inventory-full-equipment,GM,当前角色背包已拥有全部装备,
gm.player.inventory-updated,GM,{label}背包已更新：{detail},缺失 key 自动补齐
gm.player.learned-all-techniques,GM,当前角色已经学会目录内全部功法,
